ts,cpu1,cpu2,cpu3,cpu4,total,available,percent,used,free,active,inactive,read_count,write_count,read_bytes,write_bytes,read_time,write_timelo_bytes_sent,lo_bytes_recv,lo_packets_sent,lo_packets_recv,ens3_bytes_sent,ens3_bytes_recv,ens3_packets_sent,ens3_packets_recv,
1648116467.931174,0.0,8.0,0.0,0.0,16780898304,15596867584,7.1,836902912,13497671680,1016692736,1914834944,37831,566437,1327886336,7449048064,7816,558264,1370927,1370927,10164,10164,338513116,515209562,1739189,2269653,
1648116468.1838646,0.0,3.8,0.0,0.0,16780898304,15597031424,7.1,836739072,13497835520,1016692736,1914834944,37831,566437,1327886336,7449048064,7816,558264,1370927,1370927,10164,10164,338525806,515214943,1739249,2269715,
1648116468.4364367,0.0,4.2,0.0,0.0,16780898304,15597129728,7.1,836640768,13497933824,1016692736,1914834944,37831,566437,1327886336,7449048064,7816,558264,1370927,1370927,10164,10164,338543021,515222449,1739328,2269799,
1648116468.6884422,4.3,7.7,0.0,0.0,16780898304,15597105152,7.1,836665344,13497901056,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338558678,515228428,1739395,2269866,
1648116468.941034,0.0,7.7,0.0,0.0,16780898304,15597105152,7.1,836665344,13497901056,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338577825,515235986,1739475,2269950,
1648116469.1933627,4.3,0.0,0.0,0.0,16780898304,15597006848,7.1,836763648,13497802752,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338593213,515243030,1739548,2270025,
1648116469.445747,0.0,11.1,0.0,0.0,16780898304,15597170688,7.1,836599808,13497966592,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338609570,515249467,1739617,2270097,
1648116469.6991124,0.0,4.0,0.0,0.0,16780898304,15597105152,7.1,836665344,13497901056,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338623465,515256421,1739674,2270176,
1648116469.9528503,4.3,0.0,0.0,0.0,16780898304,15597039616,7.1,836730880,13497835520,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338639475,515263413,1739731,2270254,
1648116470.2065854,0.0,4.0,0.0,0.0,16780898304,15597006848,7.1,836763648,13497802752,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338656057,515271042,1739789,2270339,
1648116470.4589465,0.0,7.7,0.0,0.0,16780898304,15597006848,7.1,836763648,13497802752,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338674594,515279246,1739851,2270426,
1648116470.7115035,4.3,4.2,0.0,0.0,16780898304,15596908544,7.1,836861952,13497704448,1016700928,1914834944,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338687534,515285627,1739901,2270499,
1648116470.9640157,8.3,0.0,0.0,0.0,16780898304,15597039616,7.1,836730880,13497835520,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338702988,515292637,1739954,2270576,
1648116471.216404,12.5,0.0,0.0,0.0,16780898304,15597039616,7.1,836730880,13497835520,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338716563,515298802,1740002,2270646,
1648116471.468708,4.2,0.0,4.0,0.0,16780898304,15597039616,7.1,836730880,13497835520,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338734190,515306845,1740065,2270734,
1648116471.7216885,4.3,0.0,10.7,0.0,16780898304,15597039616,7.1,836730880,13497835520,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338748513,515313688,1740114,2270809,
1648116471.9740093,0.0,0.0,4.0,0.0,16780898304,15597006848,7.1,836763648,13497802752,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338764633,515320764,1740170,2270887,
1648116472.22678,0.0,0.0,4.0,0.0,16780898304,15596974080,7.1,836796416,13497769984,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338778336,515327097,1740220,2270959,
1648116472.4799435,4.2,0.0,7.7,0.0,16780898304,15596847104,7.1,836923392,13497643008,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338793993,515334332,1740277,2271039,
1648116472.7333167,0.0,0.0,7.7,0.0,16780898304,15596814336,7.1,836956160,13497610240,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338809116,515341533,1740331,2271119,
1648116472.9866617,0.0,0.0,7.7,0.0,16780898304,15596847104,7.1,836923392,13497643008,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338826281,515348891,1740386,2271198,
1648116473.239085,4.3,0.0,7.7,0.0,16780898304,15596748800,7.1,837021696,13497544704,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338840825,515355783,1740438,2271275,
1648116473.4925513,8.0,0.0,4.0,0.0,16780898304,15596847104,7.1,836923392,13497643008,1016700928,1914884096,37831,566521,1327886336,7451112448,7816,558363,1370927,1370927,10164,10164,338855999,515362613,1740493,2271351,
1648116473.7464082,4.3,0.0,7.7,0.0,16780898304,15596847104,7.1,836923392,13497643008,1016700928,1914884096,37831,566534,1327886336,7451169792,7816,558390,1370927,1370927,10164,10164,338871106,515369884,1740548,2271433,
1648116473.9988227,12.5,0.0,0.0,0.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914884096,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338888460,515377729,1740606,2271519,
1648116474.252095,4.2,0.0,0.0,4.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338904158,515384701,1740668,2271593,
1648116474.5047805,4.3,0.0,0.0,0.0,16780898304,15596879872,7.1,836882432,13497675776,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338921753,515391740,1740732,2271670,
1648116474.757246,0.0,0.0,0.0,4.0,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338934345,515397813,1740792,2271739,
1648116475.009586,0.0,0.0,0.0,4.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338953114,515405429,1740865,2271825,
1648116475.2623508,4.3,0.0,0.0,11.5,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338968417,515412956,1740932,2271909,
1648116475.5155745,4.3,0.0,0.0,7.7,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338986760,515420422,1740996,2271989,
1648116475.7694151,0.0,0.0,0.0,0.0,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,338998918,515426489,1741039,2272056,
1648116476.0222743,0.0,0.0,0.0,4.0,16780898304,15596879872,7.1,836882432,13497675776,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339012584,515432823,1741088,2272126,
1648116476.2749677,4.2,0.0,0.0,4.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339027814,515439976,1741145,2272206,
1648116476.5278537,0.0,0.0,0.0,0.0,16780898304,15596879872,7.1,836882432,13497675776,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339042727,515446708,1741204,2272280,
1648116476.7805326,8.0,0.0,0.0,3.8,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339056662,515452776,1741260,2272350,
1648116477.033743,0.0,0.0,0.0,7.7,16780898304,15596748800,7.1,837013504,13497544704,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339074566,515460479,1741329,2272429,
1648116477.2858443,0.0,0.0,0.0,3.8,16780898304,15596584960,7.1,837177344,13497380864,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339088033,515466462,1741387,2272498,
1648116477.5381873,0.0,0.0,0.0,7.7,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339106502,515474265,1741461,2272583,
1648116477.7896206,0.0,0.0,0.0,0.0,16780898304,15596683264,7.1,837079040,13497479168,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339122944,515482083,1741531,2272670,
1648116478.0424511,0.0,0.0,0.0,0.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339141791,515489886,1741605,2272755,
1648116478.295271,0.0,0.0,0.0,7.7,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339157318,515496969,1741671,2272834,
1648116478.5482838,4.2,0.0,0.0,3.8,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339170484,515503231,1741727,2272903,
1648116478.8002045,0.0,0.0,0.0,0.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339186502,515509776,1741779,2272978,
1648116479.0518997,0.0,0.0,0.0,0.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339201447,515517013,1741834,2273057,
1648116479.303435,4.2,0.0,0.0,7.7,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339216983,515524019,1741887,2273131,
1648116479.5548327,0.0,0.0,0.0,4.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339233446,515531282,1741945,2273210,
1648116479.8063962,0.0,0.0,0.0,4.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339248694,515537031,1741995,2273277,
1648116480.0577984,4.2,0.0,0.0,0.0,16780898304,15596716032,7.1,837046272,13497511936,1016700928,1914994688,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339265636,515545293,1742057,2273366,
1648116480.3097017,0.0,0.0,0.0,11.1,16780898304,15596716032,7.1,837046272,13497511936,1016700928,1914994688,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339281984,515552356,1742110,2273445,
1648116480.5623116,0.0,0.0,0.0,4.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914994688,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339297661,515559647,1742165,2273520,
1648116480.814557,0.0,15.4,0.0,4.0,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339313234,515566427,1742224,2273597,
1648116481.066976,4.3,0.0,0.0,0.0,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339328023,515573093,1742286,2273669,
1648116481.3196313,0.0,0.0,0.0,11.1,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339345633,515580471,1742351,2273752,
1648116481.5720794,4.2,0.0,0.0,11.1,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339361712,515588081,1742423,2273837,
1648116481.8249714,4.2,0.0,0.0,0.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339376262,515594473,1742481,2273911,
1648116482.0774105,0.0,0.0,0.0,0.0,16780898304,15596716032,7.1,837046272,13497511936,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339393775,515601948,1742549,2273989,
1648116482.3295357,4.2,0.0,0.0,4.0,16780898304,15596683264,7.1,837079040,13497479168,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339409705,515609013,1742609,2274067,
1648116482.5818293,0.0,0.0,0.0,11.1,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339429034,515617782,1742682,2274163,
1648116482.8338,4.2,0.0,0.0,4.0,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339442792,515624306,1742733,2274238,
1648116483.0857012,0.0,0.0,0.0,0.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339458490,515631103,1742787,2274312,
1648116483.3381171,0.0,0.0,0.0,7.7,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339473487,515638605,1742840,2274393,
1648116483.5901468,0.0,0.0,0.0,11.1,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339492462,515646895,1742905,2274484,
1648116483.8427181,4.2,3.7,0.0,11.5,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339506313,515653493,1742958,2274558,
1648116484.094947,0.0,0.0,0.0,4.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914945536,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339523531,515660494,1743025,2274638,
1648116484.3475146,0.0,0.0,0.0,7.7,16780898304,15596912640,7.1,836849664,13497708544,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339537518,515667075,1743081,2274712,
1648116484.6005075,4.3,0.0,0.0,7.7,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339556475,515675165,1743151,2274795,
1648116484.8528595,8.3,0.0,0.0,11.1,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339572696,515682797,1743215,2274880,
1648116485.105686,0.0,0.0,0.0,7.7,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339591344,515690404,1743285,2274963,
1648116485.3589687,4.2,0.0,0.0,8.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339606421,515697522,1743350,2275043,
1648116485.6121526,4.3,0.0,0.0,7.7,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339622701,515704841,1743419,2275121,
1648116485.8648324,4.3,0.0,0.0,11.5,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339640841,515711898,1743498,2275199,
1648116486.1171958,0.0,0.0,0.0,7.7,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339658118,515719616,1743578,2275283,
1648116486.3706539,0.0,0.0,0.0,0.0,16780898304,15596584960,7.1,837177344,13497380864,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339671595,515725656,1743641,2275352,
1648116486.623018,4.3,0.0,0.0,4.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339686285,515732495,1743704,2275428,
1648116486.8759944,4.2,0.0,0.0,4.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339702197,515738718,1743760,2275498,
1648116487.1290135,0.0,0.0,0.0,7.7,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339719535,515746752,1743827,2275579,
1648116487.3813381,0.0,0.0,0.0,0.0,16780898304,15596847104,7.1,836915200,13497643008,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339736616,515753582,1743894,2275656,
1648116487.6339695,0.0,0.0,0.0,7.7,16780898304,15596781568,7.1,836980736,13497577472,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339752343,515761251,1743954,2275740,
1648116487.8869307,0.0,0.0,0.0,0.0,16780898304,15596814336,7.1,836947968,13497610240,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339765146,515767183,1744001,2275808,
1648116488.1395745,4.3,0.0,0.0,4.0,16780898304,15596589056,7.1,837173248,13497384960,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339781218,515774499,1744059,2275890,
1648116488.3919713,4.2,0.0,0.0,4.0,16780898304,15596556288,7.1,837206016,13497352192,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339797629,515782207,1744115,2275972,
1648116488.644775,0.0,0.0,0.0,7.7,16780898304,15596621824,7.1,837140480,13497417728,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339815037,515789786,1744175,2276056,
1648116488.8969567,0.0,0.0,0.0,0.0,16780898304,15596556288,7.1,837206016,13497352192,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339827543,515795913,1744222,2276126,
1648116489.1496232,0.0,0.0,0.0,7.7,16780898304,15596589056,7.1,837173248,13497384960,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339843345,515802908,1744277,2276204,
1648116489.4021733,0.0,0.0,0.0,3.8,16780898304,15596687360,7.1,837074944,13497483264,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339857130,515809301,1744329,2276276,
1648116489.6550918,4.3,0.0,0.0,4.2,16780898304,15596589056,7.1,837173248,13497384960,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339876376,515817407,1744401,2276360,
1648116489.9076746,0.0,3.8,0.0,0.0,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339892630,515824604,1744463,2276437,
1648116490.160594,4.3,0.0,0.0,7.7,16780898304,15596490752,7.1,837271552,13497286656,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339909454,515831673,1744528,2276514,
1648116490.413074,8.0,0.0,0.0,0.0,16780898304,15596425216,7.1,837337088,13497221120,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339924165,515838449,1744593,2276591,
1648116490.6657732,0.0,0.0,0.0,4.0,16780898304,15596589056,7.1,837173248,13497384960,1016700928,1914986496,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339939335,515845233,1744656,2276666,
1648116490.918747,0.0,0.0,0.0,4.0,16780898304,15596556288,7.1,837206016,13497352192,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339960490,515853657,1744733,2276757,
1648116491.1712415,0.0,0.0,0.0,0.0,16780898304,15596589056,7.1,837173248,13497384960,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339978155,515861144,1744802,2276837,
1648116491.4241562,4.2,0.0,0.0,7.7,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,339994189,515868071,1744871,2276915,
1648116491.679803,4.3,0.0,0.0,0.0,16780898304,15596556288,7.1,837206016,13497352192,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340008891,515874616,1744929,2276986,
1648116491.9334424,4.2,0.0,0.0,4.0,16780898304,15596490752,7.1,837271552,13497286656,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340023678,515881297,1744992,2277063,
1648116492.1887922,0.0,0.0,0.0,7.7,16780898304,15596490752,7.1,837271552,13497286656,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340043367,515889802,1745073,2277150,
1648116492.441115,4.2,0.0,0.0,4.0,16780898304,15596392448,7.1,837369856,13497188352,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340059876,515896835,1745146,2277231,
1648116492.6939478,0.0,0.0,0.0,7.7,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340077039,515904119,1745215,2277310,
1648116492.9465578,0.0,0.0,0.0,4.0,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340091528,515910408,1745275,2277383,
1648116493.198942,0.0,0.0,0.0,11.5,16780898304,15596556288,7.1,837206016,13497352192,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340107378,515917762,1745343,2277464,
1648116493.4513726,0.0,0.0,0.0,7.7,16780898304,15596556288,7.1,837206016,13497352192,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340125670,515925682,1745419,2277550,
1648116493.7038333,0.0,0.0,0.0,0.0,16780898304,15596589056,7.1,837173248,13497384960,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340142536,515932548,1745494,2277625,
1648116493.9575832,8.3,0.0,3.8,11.1,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340157581,515939231,1745568,2277702,
1648116494.2103496,0.0,0.0,0.0,7.7,16780898304,15596425216,7.1,837337088,13497221120,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340175206,515946157,1745644,2277779,
1648116494.4626803,0.0,0.0,0.0,4.2,16780898304,15596359680,7.1,837402624,13497155584,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340190041,515952801,1745716,2277853,
1648116494.7149773,0.0,0.0,0.0,14.3,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340210638,515962328,1745799,2277955,
1648116494.9669826,0.0,0.0,0.0,0.0,16780898304,15596654592,7.1,837107712,13497450496,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340225583,515968647,1745849,2278026,
1648116495.2194095,4.3,0.0,0.0,11.1,16780898304,15596523520,7.1,837238784,13497319424,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340240749,515975891,1745904,2278105,
1648116495.4721198,4.2,0.0,0.0,0.0,16780898304,15596331008,7.1,837431296,13497126912,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340253454,515981209,1745950,2278168,
1648116495.7248302,8.0,0.0,0.0,4.0,16780898304,15596265472,7.1,837496832,13497061376,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340268155,515988042,1746002,2278242,
1648116495.9771564,4.3,0.0,0.0,7.7,16780898304,15596298240,7.1,837464064,13497094144,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340282632,515995037,1746063,2278320,
1648116496.22945,0.0,0.0,0.0,4.0,16780898304,15596232704,7.1,837529600,13497028608,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340296641,516001032,1746112,2278379,
1648116496.4817805,0.0,0.0,0.0,7.7,16780898304,15596232704,7.1,837529600,13497028608,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340311344,516007258,1746172,2278450,
1648116496.7340617,0.0,0.0,0.0,4.0,16780898304,15596265472,7.1,837496832,13497061376,1016700928,1915047936,37831,566536,1327886336,7451218944,7816,558392,1370927,1370927,10164,10164,340328023,516014263,1746237,2278528,
